reward,step_time,total_stopped,total_wait_time
82.0,5.0,0,0.0
0.0,10.0,0,0.0
0.0,15.0,0,0.0
0.0,20.0,6,15.0
-15.0,25.0,8,33.0
-18.0,30.0,6,51.0
-18.0,35.0,4,45.0
6.0,40.0,6,75.0
-30.0,45.0,10,123.0
-48.0,50.0,6,112.0
11.0,55.0,16,102.0
10.0,60.0,7,111.0
-9.0,65.0,5,71.0
40.0,70.0,5,63.0
8.0,75.0,7,57.0
6.0,80.0,7,68.0
-11.0,85.0,15,115.0
-47.0,90.0,7,138.0
-23.0,95.0,7,138.0
0.0,100.0,9,169.0
-31.0,105.0,3,156.0
13.0,110.0,8,149.0
7.0,115.0,6,78.0
71.0,120.0,6,45.0
33.0,125.0,8,78.0
-33.0,130.0,7,85.0
-7.0,135.0,4,39.0
46.0,140.0,5,38.0
1.0,145.0,15,41.0
-3.0,150.0,7,63.0
-22.0,155.0,5,68.0
-5.0,160.0,9,99.0
-31.0,165.0,8,117.0
-18.0,170.0,5,101.0
16.0,175.0,9,110.0
-9.0,180.0,6,111.0
-1.0,185.0,9,73.0
38.0,190.0,10,86.0
-13.0,195.0,12,142.0
-56.0,200.0,12,180.0
-38.0,205.0,9,162.0
18.0,210.0,12,154.0
8.0,215.0,9,160.0
-6.0,220.0,4,115.0
45.0,225.0,6,87.0
28.0,230.0,4,47.0
40.0,235.0,17,100.0
-53.0,240.0,10,146.0
-46.0,245.0,9,132.0
14.0,250.0,15,174.0
-42.0,255.0,12,212.0
-38.0,260.0,8,205.0
7.0,265.0,8,153.0
52.0,270.0,10,80.0
73.0,275.0,11,109.0
-29.0,280.0,9,106.0
3.0,285.0,6,101.0
5.0,290.0,12,116.0
-15.0,295.0,10,135.0
-19.0,300.0,5,125.0
10.0,305.0,7,139.0
-14.0,310.0,8,166.0
-27.0,315.0,7,123.0
43.0,320.0,11,157.0
-34.0,325.0,21,222.0
-65.0,330.0,17,298.0
-76.0,335.0,13,331.0
-33.0,340.0,11,309.0
22.0,345.0,14,334.0
-25.0,350.0,11,277.0
57.0,355.0,14,265.0
12.0,360.0,14,221.0
44.0,365.0,13,182.0
39.0,370.0,14,215.0
-33.0,375.0,10,205.0
10.0,380.0,12,215.0
-10.0,385.0,20,254.0
-39.0,390.0,13,296.0
-42.0,395.0,10,243.0
53.0,400.0,14,228.0
15.0,405.0,16,220.0
8.0,410.0,15,255.0
-35.0,415.0,16,239.0
16.0,420.0,12,277.0
-38.0,425.0,15,265.0
12.0,430.0,17,288.0
-23.0,435.0,17,325.0
-37.0,440.0,13,295.0
30.0,445.0,16,288.0
7.0,450.0,14,280.0
8.0,455.0,17,265.0
15.0,460.0,18,276.0
-11.0,465.0,19,326.0
-50.0,470.0,13,341.0
-15.0,475.0,12,293.0
48.0,480.0,15,247.0
46.0,485.0,22,344.0
-97.0,490.0,21,413.0
-69.0,495.0,14,413.0
0.0,500.0,10,375.0
38.0,505.0,20,313.0
62.0,510.0,16,253.0
60.0,515.0,17,297.0
-44.0,520.0,11,273.0
24.0,525.0,10,263.0
10.0,530.0,15,247.0
16.0,535.0,21,293.0
-46.0,540.0,12,298.0
-5.0,545.0,10,281.0
17.0,550.0,13,259.0
22.0,555.0,15,299.0
-40.0,560.0,14,321.0
-22.0,565.0,13,254.0
67.0,570.0,16,258.0
-4.0,575.0,21,260.0
-2.0,580.0,21,321.0
-61.0,585.0,13,337.0
-16.0,590.0,9,314.0
23.0,595.0,18,280.0
34.0,600.0,17,324.0
-44.0,605.0,13,322.0
2.0,610.0,13,327.0
-5.0,615.0,11,309.0
18.0,620.0,15,268.0
41.0,625.0,19,283.0
-15.0,630.0,16,327.0
-44.0,635.0,13,334.0
-7.0,640.0,12,342.0
-8.0,645.0,15,338.0
4.0,650.0,18,395.0
-57.0,655.0,15,416.0
-21.0,660.0,11,339.0
77.0,665.0,18,355.0
-16.0,670.0,18,316.0
39.0,675.0,19,351.0
-35.0,680.0,20,378.0
-27.0,685.0,27,417.0
-39.0,690.0,13,396.0
21.0,695.0,12,353.0
43.0,700.0,12,364.0
-11.0,705.0,18,404.0
-40.0,710.0,17,420.0
-16.0,715.0,19,462.0
-42.0,720.0,14,467.0
-5.0,725.0,13,349.0
118.0,730.0,18,275.0
74.0,735.0,16,329.0
-54.0,740.0,17,356.0
-27.0,745.0,16,338.0
18.0,750.0,15,332.0
6.0,755.0,20,314.0
18.0,760.0,17,369.0
-55.0,765.0,13,357.0
12.0,770.0,12,379.0
-22.0,775.0,22,381.0
-2.0,780.0,12,378.0
3.0,785.0,19,380.0
-2.0,790.0,18,390.0
-10.0,795.0,19,374.0
16.0,800.0,20,419.0
-45.0,805.0,17,410.0
9.0,810.0,16,404.0
6.0,815.0,12,329.0
75.0,820.0,14,336.0
-7.0,825.0,18,343.0
-7.0,830.0,15,390.0
-47.0,835.0,15,401.0
-11.0,840.0,13,426.0
-25.0,845.0,17,485.0
-59.0,850.0,13,429.0
56.0,855.0,16,423.0
6.0,860.0,14,369.0
54.0,865.0,20,359.0
10.0,870.0,15,337.0
22.0,875.0,13,299.0
38.0,880.0,15,319.0
-20.0,885.0,14,289.0
30.0,890.0,11,266.0
23.0,895.0,17,276.0
-10.0,900.0,17,297.0
-21.0,905.0,22,347.0
-50.0,910.0,14,349.0
-2.0,915.0,13,335.0
14.0,920.0,17,321.0
14.0,925.0,23,351.0
-30.0,930.0,20,405.0
-54.0,935.0,15,410.0
-5.0,940.0,15,409.0
1.0,945.0,15,361.0
48.0,950.0,17,385.0
-24.0,955.0,26,416.0
-31.0,960.0,19,482.0
-66.0,965.0,15,499.0
-17.0,970.0,13,427.0
72.0,975.0,17,351.0
76.0,980.0,20,415.0
-64.0,985.0,17,444.0
-29.0,990.0,17,456.0
-12.0,995.0,19,460.0
-4.0,1000.0,18,404.0
56.0,1005.0,21,461.0
-57.0,1010.0,15,473.0
-12.0,1015.0,19,484.0
-11.0,1020.0,15,441.0
43.0,1025.0,21,463.0
-22.0,1030.0,22,486.0
-23.0,1035.0,18,435.0
51.0,1040.0,19,477.0
-42.0,1045.0,22,471.0
6.0,1050.0,15,429.0
42.0,1055.0,16,400.0
29.0,1060.0,19,345.0
55.0,1065.0,20,384.0
-39.0,1070.0,19,422.0
-38.0,1075.0,17,422.0
0.0,1080.0,12,399.0
23.0,1085.0,15,380.0
19.0,1090.0,17,332.0
48.0,1095.0,16,365.0
-33.0,1100.0,14,366.0
-1.0,1105.0,16,316.0
50.0,1110.0,17,299.0
17.0,1115.0,18,265.0
34.0,1120.0,20,306.0
-41.0,1125.0,16,341.0
-35.0,1130.0,12,315.0
26.0,1135.0,19,325.0
-10.0,1140.0,11,329.0
-4.0,1145.0,17,320.0
9.0,1150.0,16,377.0
-57.0,1155.0,12,402.0
-25.0,1160.0,12,364.0
38.0,1165.0,20,312.0
52.0,1170.0,19,352.0
-40.0,1175.0,18,411.0
-59.0,1180.0,16,419.0
-8.0,1185.0,15,445.0
-26.0,1190.0,18,471.0
-26.0,1195.0,18,418.0
53.0,1200.0,15,452.0
-34.0,1205.0,14,440.0
12.0,1210.0,10,346.0
94.0,1215.0,14,298.0
48.0,1220.0,16,354.0
-56.0,1225.0,21,387.0
-33.0,1230.0,15,350.0
37.0,1235.0,16,360.0
-10.0,1240.0,17,354.0
6.0,1245.0,17,339.0
15.0,1250.0,19,345.0
-6.0,1255.0,20,393.0
-48.0,1260.0,13,372.0
21.0,1265.0,15,343.0
29.0,1270.0,16,360.0
-17.0,1275.0,19,366.0
-6.0,1280.0,18,383.0
-17.0,1285.0,16,379.0
4.0,1290.0,14,388.0
-9.0,1295.0,13,351.0
37.0,1300.0,14,351.0
0.0,1305.0,11,318.0
33.0,1310.0,15,269.0
49.0,1315.0,27,353.0
-84.0,1320.0,20,428.0
-75.0,1325.0,16,444.0
-16.0,1330.0,10,415.0
29.0,1335.0,14,344.0
71.0,1340.0,17,386.0
-42.0,1345.0,17,402.0
-16.0,1350.0,12,389.0
13.0,1355.0,15,399.0
-10.0,1360.0,18,451.0
-52.0,1365.0,13,453.0
-2.0,1370.0,11,341.0
112.0,1375.0,20,263.0
78.0,1380.0,16,320.0
-57.0,1385.0,14,341.0
-21.0,1390.0,12,337.0
4.0,1395.0,16,319.0
18.0,1400.0,16,276.0
43.0,1405.0,23,321.0
-45.0,1410.0,12,327.0
-6.0,1415.0,11,312.0
15.0,1420.0,18,325.0
-13.0,1425.0,20,384.0
-59.0,1430.0,13,367.0
17.0,1435.0,10,329.0
38.0,1440.0,12,286.0
43.0,1445.0,15,216.0
70.0,1450.0,16,251.0
-35.0,1455.0,8,233.0
18.0,1460.0,14,226.0
7.0,1465.0,16,211.0
15.0,1470.0,16,225.0
-14.0,1475.0,18,231.0
-6.0,1480.0,15,280.0
-49.0,1485.0,11,284.0
-4.0,1490.0,6,221.0
63.0,1495.0,19,190.0
31.0,1500.0,16,246.0
-56.0,1505.0,13,267.0
-21.0,1510.0,10,265.0
2.0,1515.0,15,260.0
5.0,1520.0,13,213.0
47.0,1525.0,15,238.0
-25.0,1530.0,10,221.0
17.0,1535.0,11,201.0
20.0,1540.0,14,186.0
15.0,1545.0,19,236.0
-50.0,1550.0,15,278.0
-42.0,1555.0,11,260.0
18.0,1560.0,7,237.0
23.0,1565.0,13,208.0
29.0,1570.0,15,238.0
-30.0,1575.0,9,228.0
10.0,1580.0,11,219.0
9.0,1585.0,19,174.0
45.0,1590.0,13,200.0
-26.0,1595.0,15,226.0
-26.0,1600.0,13,258.0
-32.0,1605.0,12,269.0
-11.0,1610.0,8,216.0
53.0,1615.0,18,223.0
-7.0,1620.0,14,200.0
23.0,1625.0,14,237.0
-37.0,1630.0,9,217.0
20.0,1635.0,5,180.0
37.0,1640.0,12,137.0
43.0,1645.0,13,158.0
-21.0,1650.0,9,164.0
-6.0,1655.0,9,113.0
51.0,1660.0,10,146.0
-33.0,1665.0,9,175.0
-29.0,1670.0,7,169.0
6.0,1675.0,14,180.0
-11.0,1680.0,11,169.0
11.0,1685.0,10,194.0
-25.0,1690.0,8,190.0
4.0,1695.0,9,219.0
-29.0,1700.0,7,140.0
79.0,1705.0,14,130.0
10.0,1710.0,11,138.0
-8.0,1715.0,14,178.0
-40.0,1720.0,14,228.0
-50.0,1725.0,10,250.0
-22.0,1730.0,9,232.0
18.0,1735.0,10,159.0
73.0,1740.0,12,113.0
46.0,1745.0,9,123.0
-10.0,1750.0,10,139.0
-16.0,1755.0,8,125.0
14.0,1760.0,12,119.0
6.0,1765.0,18,148.0
-29.0,1770.0,9,140.0
8.0,1775.0,9,171.0
-31.0,1780.0,7,145.0
26.0,1785.0,12,169.0
-24.0,1790.0,10,143.0
26.0,1795.0,10,145.0
-2.0,1800.0,11,141.0
4.0,1805.0,14,203.0
-62.0,1810.0,8,207.0
-4.0,1815.0,3,125.0
82.0,1820.0,9,107.0
18.0,1825.0,11,74.0
33.0,1830.0,12,108.0
-34.0,1835.0,10,115.0
-7.0,1840.0,9,137.0
-22.0,1845.0,9,147.0
-10.0,1850.0,7,126.0
21.0,1855.0,17,121.0
5.0,1860.0,12,132.0
-11.0,1865.0,14,162.0
-30.0,1870.0,12,190.0
-28.0,1875.0,7,157.0
33.0,1880.0,9,134.0
23.0,1885.0,13,172.0
-38.0,1890.0,10,167.0
5.0,1895.0,11,167.0
0.0,1900.0,9,134.0
33.0,1905.0,10,124.0
10.0,1910.0,12,152.0
-28.0,1915.0,11,175.0
-23.0,1920.0,7,157.0
18.0,1925.0,9,123.0
34.0,1930.0,10,115.0
8.0,1935.0,11,101.0
14.0,1940.0,10,125.0
-24.0,1945.0,14,116.0
9.0,1950.0,8,126.0
-10.0,1955.0,7,112.0
14.0,1960.0,10,157.0
-45.0,1965.0,10,170.0
-13.0,1970.0,11,182.0
-12.0,1975.0,10,203.0
-21.0,1980.0,7,182.0
21.0,1985.0,8,204.0
-22.0,1990.0,5,118.0
86.0,1995.0,7,87.0
31.0,2000.0,9,92.0
-5.0,2005.0,12,95.0
-3.0,2010.0,12,147.0
-52.0,2015.0,9,155.0
-8.0,2020.0,5,118.0
37.0,2025.0,7,113.0
5.0,2030.0,6,84.0
29.0,2035.0,13,74.0
10.0,2040.0,12,111.0
-37.0,2045.0,11,148.0
-37.0,2050.0,6,136.0
12.0,2055.0,9,149.0
-13.0,2060.0,9,152.0
-3.0,2065.0,9,137.0
15.0,2070.0,11,137.0
0.0,2075.0,10,168.0
-31.0,2080.0,7,177.0
-9.0,2085.0,10,201.0
-24.0,2090.0,8,138.0
63.0,2095.0,14,152.0
-14.0,2100.0,14,218.0
-66.0,2105.0,18,294.0
-76.0,2110.0,15,320.0
-26.0,2115.0,12,341.0
-21.0,2120.0,11,323.0
18.0,2125.0,16,314.0
9.0,2130.0,12,309.0
5.0,2135.0,17,378.0
-69.0,2140.0,14,411.0
-33.0,2145.0,12,408.0
3.0,2150.0,7,277.0
131.0,2155.0,16,174.0
103.0,2160.0,12,196.0
-22.0,2165.0,9,192.0
4.0,2170.0,9,194.0
-2.0,2175.0,5,168.0
26.0,2180.0,12,150.0
18.0,2185.0,16,123.0
27.0,2190.0,12,153.0
-30.0,2195.0,10,164.0
-11.0,2200.0,10,144.0
20.0,2205.0,14,178.0
-34.0,2210.0,17,258.0
-80.0,2215.0,19,308.0
-50.0,2220.0,11,300.0
8.0,2225.0,13,258.0
42.0,2230.0,16,231.0
27.0,2235.0,16,259.0
-28.0,2240.0,10,226.0
33.0,2245.0,13,185.0
41.0,2250.0,9,183.0
2.0,2255.0,14,197.0
-14.0,2260.0,14,215.0
-18.0,2265.0,14,251.0
-36.0,2270.0,8,244.0
7.0,2275.0,11,168.0
76.0,2280.0,15,179.0
-11.0,2285.0,16,220.0
-41.0,2290.0,11,234.0
-14.0,2295.0,11,208.0
26.0,2300.0,13,203.0
5.0,2305.0,25,188.0
15.0,2310.0,13,222.0
-34.0,2315.0,7,205.0
17.0,2320.0,10,179.0
26.0,2325.0,9,164.0
15.0,2330.0,14,174.0
-10.0,2335.0,16,199.0
-25.0,2340.0,13,236.0
-37.0,2345.0,9,229.0
7.0,2350.0,9,223.0
6.0,2355.0,6,176.0
47.0,2360.0,9,97.0
79.0,2365.0,15,123.0
-26.0,2370.0,7,140.0
-17.0,2375.0,6,101.0
39.0,2380.0,10,102.0
-1.0,2385.0,13,161.0
-59.0,2390.0,9,171.0
-10.0,2395.0,12,136.0
35.0,2400.0,9,122.0
14.0,2405.0,10,114.0
8.0,2410.0,10,117.0
-3.0,2415.0,14,140.0
-23.0,2420.0,11,177.0
-37.0,2425.0,11,159.0
18.0,2430.0,8,112.0
47.0,2435.0,14,136.0
-24.0,2440.0,12,176.0
-40.0,2445.0,9,190.0
-14.0,2450.0,4,158.0
32.0,2455.0,11,136.0
22.0,2460.0,11,186.0
-50.0,2465.0,10,210.0
-24.0,2470.0,9,211.0
-1.0,2475.0,7,135.0
76.0,2480.0,13,128.0
7.0,2485.0,20,165.0
-37.0,2490.0,10,177.0
-12.0,2495.0,7,149.0
28.0,2500.0,15,183.0
-34.0,2505.0,12,187.0
-4.0,2510.0,13,159.0
28.0,2515.0,13,179.0
-20.0,2520.0,7,151.0
28.0,2525.0,8,123.0
28.0,2530.0,3,114.0
9.0,2535.0,8,106.0
8.0,2540.0,10,84.0
22.0,2545.0,12,105.0
-21.0,2550.0,8,101.0
4.0,2555.0,10,136.0
-35.0,2560.0,6,117.0
19.0,2565.0,9,130.0
-13.0,2570.0,9,123.0
7.0,2575.0,13,117.0
6.0,2580.0,8,131.0
-14.0,2585.0,11,158.0
-27.0,2590.0,11,166.0
-8.0,2595.0,12,177.0
-11.0,2600.0,11,190.0
-13.0,2605.0,10,149.0
41.0,2610.0,10,135.0
14.0,2615.0,12,187.0
-52.0,2620.0,13,180.0
7.0,2625.0,11,188.0
-8.0,2630.0,13,180.0
8.0,2635.0,14,205.0
-25.0,2640.0,6,161.0
44.0,2645.0,8,115.0
46.0,2650.0,15,132.0
-17.0,2655.0,12,165.0
-33.0,2660.0,9,159.0
6.0,2665.0,12,129.0
30.0,2670.0,12,127.0
2.0,2675.0,12,166.0
-39.0,2680.0,8,162.0
4.0,2685.0,9,139.0
23.0,2690.0,11,113.0
26.0,2695.0,12,142.0
-29.0,2700.0,9,146.0
-4.0,2705.0,10,168.0
-22.0,2710.0,10,167.0
1.0,2715.0,9,140.0
27.0,2720.0,12,151.0
-11.0,2725.0,17,160.0
-9.0,2730.0,12,188.0
-28.0,2735.0,10,182.0
6.0,2740.0,5,133.0
49.0,2745.0,11,138.0
-5.0,2750.0,13,202.0
-64.0,2755.0,15,241.0
-39.0,2760.0,9,211.0
30.0,2765.0,14,209.0
2.0,2770.0,14,205.0
4.0,2775.0,12,211.0
-6.0,2780.0,7,149.0
62.0,2785.0,11,122.0
27.0,2790.0,9,133.0
-11.0,2795.0,14,124.0
9.0,2800.0,11,167.0
-43.0,2805.0,11,193.0
-26.0,2810.0,7,199.0
-6.0,2815.0,14,220.0
-21.0,2820.0,10,181.0
39.0,2825.0,12,181.0
0.0,2830.0,11,205.0
-24.0,2835.0,6,170.0
35.0,2840.0,5,109.0
61.0,2845.0,18,122.0
-13.0,2850.0,14,176.0
-54.0,2855.0,10,195.0
-19.0,2860.0,6,155.0
40.0,2865.0,10,164.0
-9.0,2870.0,10,195.0
-31.0,2875.0,11,159.0
36.0,2880.0,13,183.0
-24.0,2885.0,12,168.0
15.0,2890.0,14,176.0
-8.0,2895.0,14,194.0
-18.0,2900.0,16,223.0
-29.0,2905.0,14,213.0
10.0,2910.0,7,193.0
20.0,2915.0,11,160.0
33.0,2920.0,15,223.0
-63.0,2925.0,12,244.0
-21.0,2930.0,5,174.0
70.0,2935.0,13,189.0
-15.0,2940.0,9,159.0
30.0,2945.0,11,143.0
16.0,2950.0,13,153.0
-10.0,2955.0,11,181.0
-28.0,2960.0,10,191.0
-10.0,2965.0,14,183.0
8.0,2970.0,13,178.0
5.0,2975.0,13,217.0
-39.0,2980.0,12,220.0
-3.0,2985.0,10,209.0
11.0,2990.0,13,198.0
11.0,2995.0,18,260.0
-62.0,3000.0,12,293.0
-33.0,3005.0,8,277.0
16.0,3010.0,11,295.0
-18.0,3015.0,8,257.0
38.0,3020.0,10,201.0
56.0,3025.0,21,145.0
56.0,3030.0,11,178.0
-33.0,3035.0,8,179.0
-1.0,3040.0,5,148.0
31.0,3045.0,11,126.0
22.0,3050.0,9,99.0
27.0,3055.0,11,114.0
-15.0,3060.0,7,116.0
-2.0,3065.0,6,100.0
16.0,3070.0,11,149.0
-49.0,3075.0,14,214.0
-65.0,3080.0,13,239.0
-25.0,3085.0,16,266.0
-27.0,3090.0,11,269.0
-3.0,3095.0,10,215.0
54.0,3100.0,16,243.0
-28.0,3105.0,13,243.0
0.0,3110.0,12,201.0
42.0,3115.0,19,197.0
4.0,3120.0,9,166.0
31.0,3125.0,10,139.0
27.0,3130.0,5,138.0
1.0,3135.0,11,149.0
-11.0,3140.0,12,157.0
-8.0,3145.0,12,169.0
-12.0,3150.0,11,161.0
8.0,3155.0,9,137.0
24.0,3160.0,13,138.0
-1.0,3165.0,18,220.0
-82.0,3170.0,12,255.0
-35.0,3175.0,11,242.0
13.0,3180.0,4,206.0
36.0,3185.0,8,162.0
44.0,3190.0,13,191.0
-29.0,3195.0,10,203.0
-12.0,3200.0,11,226.0
-23.0,3205.0,16,166.0
60.0,3210.0,16,195.0
-29.0,3215.0,13,212.0
-17.0,3220.0,12,244.0
-32.0,3225.0,13,251.0
-7.0,3230.0,8,245.0
6.0,3235.0,14,228.0
17.0,3240.0,12,262.0
-34.0,3245.0,12,284.0
-22.0,3250.0,7,205.0
79.0,3255.0,12,155.0
50.0,3260.0,14,158.0
-3.0,3265.0,14,185.0
-27.0,3270.0,14,197.0
-12.0,3275.0,10,209.0
-12.0,3280.0,5,158.0
51.0,3285.0,8,147.0
11.0,3290.0,6,143.0
4.0,3295.0,15,133.0
10.0,3300.0,11,167.0
-34.0,3305.0,7,162.0
5.0,3310.0,13,161.0
1.0,3315.0,9,143.0
18.0,3320.0,12,146.0
-3.0,3325.0,12,170.0
-24.0,3330.0,8,149.0
21.0,3335.0,7,91.0
58.0,3340.0,12,129.0
-38.0,3345.0,10,142.0
-13.0,3350.0,12,162.0
-20.0,3355.0,12,161.0
1.0,3360.0,5,154.0
7.0,3365.0,11,156.0
-2.0,3370.0,14,154.0
2.0,3375.0,13,187.0
